type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_wine_datasulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_id,alcohol_content,good_or_bad
white,6.0,0.16,0.30,6.700,0.0430,43,153,0.99510,3.630,0.46,10.60,5,1831,medium-low,bad
white,7.6,0.31,0.27,5.800,0.0360,23,109,0.99399,3.340,0.54,11.00,6,1832,medium-low,bad
white,6.3,0.40,0.32,10.600,0.0490,38,209,0.99810,3.470,0.59,9.30,6,1833,low,bad
white,7.1,0.23,0.24,5.400,0.0390,60,196,0.99480,3.190,0.78,10.00,4,1834,medium-low,bad
white,7.5,0.71,0.10,13.000,0.0440,44,214,0.99741,3.100,0.50,9.10,5,1835,low,bad
white,7.5,0.23,0.35,17.800,0.0580,128,212,1.00241,3.440,0.43,8.90,5,1836,low,bad
white,7.1,0.15,0.34,1.000,0.0330,27,73,0.98974,3.240,0.41,12.20,6,1837,medium,bad
white,6.8,0.32,0.34,6.000,0.0500,5,129,0.99530,3.190,0.40,9.10,5,1838,low,bad
white,7.1,0.21,0.28,2.700,0.0340,23,111,0.99405,3.350,0.64,10.20,4,1839,medium-low,bad
white,8.3,0.27,0.34,10.200,0.0480,50,118,0.99716,3.180,0.51,10.30,5,1840,medium-low,bad
white,6.7,0.33,0.34,6.600,0.0670,35,156,0.99542,3.110,0.48,9.30,6,1841,low,bad
white,8.5,0.24,0.47,15.200,0.0570,40,234,1.00050,3.020,0.66,9.00,5,1842,low,bad
white,7.0,0.16,0.26,7.300,0.0470,30,220,0.99622,3.380,0.58,10.10,6,1843,medium-low,bad
white,6.8,0.26,0.22,4.800,0.0410,110,198,0.99437,3.290,0.67,10.60,5,1844,medium-low,bad
white,7.2,0.30,0.26,1.500,0.0410,46,178,0.99154,3.190,0.56,11.30,6,1845,medium-low,bad
white,8.0,0.27,0.25,19.100,0.0450,50,208,1.00051,3.050,0.50,9.20,6,1846,low,bad
white,7.0,0.23,0.33,1.000,0.0430,46,110,0.99118,3.040,0.65,10.80,6,1847,medium-low,bad
white,8.1,0.24,0.33,10.200,0.0480,46,141,0.99720,3.160,0.48,10.30,6,1848,medium-low,bad
white,6.3,0.38,0.17,8.800,0.0800,50,212,0.99803,3.470,0.66,9.40,4,1849,low,bad
white,6.5,0.28,0.35,9.800,0.0670,61,180,0.99720,3.150,0.57,9.00,4,1850,low,bad
white,8.3,0.40,0.41,8.200,0.0500,15,122,0.99790,3.390,0.49,9.30,5,1851,low,bad
white,7.4,0.18,0.36,13.100,0.0560,72,163,1.00000,3.420,0.35,9.10,6,1852,low,bad
white,7.1,0.21,0.28,2.700,0.0340,23,111,0.99405,3.350,0.64,10.20,4,1853,medium-low,bad
white,7.2,0.34,0.30,8.400,0.0510,40,167,0.99756,3.480,0.62,9.70,5,1854,low,bad
white,7.7,0.23,0.31,10.700,0.0380,59,186,0.99690,3.120,0.55,9.50,6,1855,low,bad
white,6.2,0.38,0.18,7.400,0.0950,28,195,0.99773,3.530,0.71,9.20,4,1856,low,bad
white,8.2,0.24,0.30,2.300,0.0500,23,106,0.99397,2.980,0.50,10.00,5,1857,medium-low,bad
white,7.0,0.23,0.26,7.200,0.0410,21,90,0.99509,3.220,0.55,9.50,6,1858,low,bad
white,7.0,0.16,0.26,6.850,0.0470,30,220,0.99622,3.380,0.58,10.10,6,1859,medium-low,bad
white,6.5,0.22,0.25,17.100,0.0500,44,138,1.00010,3.300,0.37,8.80,5,1860,low,bad
white,7.7,0.29,0.29,4.800,0.0600,27,156,0.99572,3.490,0.59,10.30,6,1861,medium-low,bad
white,7.3,0.82,0.09,11.400,0.0440,45,204,0.99713,3.150,0.46,9.00,5,1862,low,bad
white,6.5,0.22,0.25,17.100,0.0500,44,138,1.00010,3.300,0.37,8.80,5,1863,low,bad
white,6.3,0.41,0.16,0.900,0.0320,25,98,0.99274,3.160,0.42,9.50,5,1864,low,bad
white,7.2,0.34,0.30,8.400,0.0510,40,167,0.99756,3.480,0.62,9.70,5,1865,low,bad
white,6.5,0.22,0.25,17.100,0.0500,44,138,1.00010,3.300,0.37,8.80,5,1866,low,bad
white,6.1,0.36,0.41,19.350,0.0700,67,207,1.00118,3.390,0.53,9.10,5,1867,low,bad
white,6.8,0.26,0.43,11.750,0.0450,53,198,0.99690,3.260,0.55,9.50,5,1868,low,bad
white,6.7,0.17,0.27,1.400,0.0320,39,149,0.99254,3.400,0.52,10.50,5,1869,medium-low,bad
white,6.2,0.44,0.18,7.700,0.0960,28,210,0.99771,3.560,0.72,9.20,5,1870,low,bad
white,5.7,0.33,0.15,1.900,0.0500,20,93,0.99340,3.380,0.62,9.90,5,1871,low,bad
white,7.0,0.23,0.26,7.200,0.0410,21,90,0.99509,3.220,0.55,9.50,6,1872,low,bad
white,7.2,0.24,0.29,3.000,0.0360,17,117,0.99411,3.360,0.68,10.10,6,1873,medium-low,bad
white,7.7,0.23,0.31,10.700,0.0380,59,186,0.99690,3.120,0.55,9.50,6,1874,low,bad
white,6.2,0.44,0.18,7.700,0.0960,28,210,0.99771,3.560,0.72,9.20,5,1875,low,bad
white,8.1,0.24,0.26,11.000,0.0430,41,211,0.99676,3.110,0.49,10.00,6,1876,medium-low,bad
white,9.6,0.66,0.21,2.000,0.0390,21,120,0.99188,3.000,1.00,12.60,6,1877,medium,bad
white,7.2,0.24,0.29,3.000,0.0360,17,117,0.99411,3.360,0.68,10.10,6,1878,medium-low,bad
white,6.8,0.26,0.40,7.500,0.0460,45,179,0.99583,3.200,0.49,9.30,5,1879,low,bad
white,6.5,0.22,0.25,17.100,0.0500,44,138,1.00010,3.300,0.37,8.80,5,1880,low,bad
white,7.3,0.22,0.26,1.500,0.0400,32,172,0.99194,3.270,0.48,11.20,6,1881,medium-low,bad
white,7.9,0.37,0.31,2.850,0.0370,5,24,0.99110,3.190,0.36,11.90,6,1882,medium,bad
white,8.1,0.34,0.28,7.500,0.0400,70,230,0.99558,3.140,0.55,9.80,6,1883,low,bad
white,6.8,0.20,0.27,1.200,0.0340,19,68,0.99020,3.140,0.37,11.70,4,1884,medium,bad
white,7.3,0.22,0.26,1.500,0.0400,32,172,0.99194,3.270,0.48,11.20,6,1885,medium-low,bad
white,7.7,0.26,0.32,1.200,0.0400,26,117,0.99300,3.210,0.56,10.80,5,1886,medium-low,bad
white,8.1,0.34,0.28,7.500,0.0400,70,230,0.99558,3.140,0.55,9.80,6,1887,low,bad
white,6.4,0.20,0.32,3.100,0.0410,18,126,0.99140,3.430,0.42,12.00,6,1888,medium,bad
white,6.4,0.28,0.17,8.300,0.0420,61,195,0.99577,3.220,0.46,9.40,5,1889,low,bad
white,6.3,0.29,0.14,7.050,0.0450,50,177,0.99564,3.230,0.42,9.00,5,1890,low,bad
white,6.4,0.27,0.17,8.400,0.0440,60,198,0.99578,3.210,0.47,9.40,5,1891,low,bad
white,7.4,0.35,0.20,13.900,0.0540,63,229,0.99888,3.110,0.50,8.90,6,1892,low,bad
white,7.6,0.10,0.33,1.000,0.0310,33,93,0.99094,3.060,0.68,11.20,6,1893,medium-low,bad
white,8.3,0.28,0.27,17.500,0.0450,48,253,1.00014,3.020,0.56,9.10,6,1894,low,bad
white,6.2,0.25,0.31,3.200,0.0300,32,150,0.99014,3.180,0.31,12.00,6,1895,medium,bad
white,6.4,0.35,0.35,5.600,0.0340,9,148,0.99441,3.170,0.50,9.80,4,1896,low,bad
white,7.1,0.31,0.17,1.000,0.0420,21,144,0.99304,3.130,0.40,9.60,5,1897,low,bad
white,6.9,0.43,0.28,9.400,0.0560,29,183,0.99594,3.170,0.43,9.40,5,1898,low,bad
white,7.6,0.18,0.28,7.100,0.0410,29,110,0.99652,3.200,0.42,9.20,6,1899,low,bad
white,8.0,0.26,0.28,4.800,0.0500,34,150,0.99437,3.130,0.50,10.00,6,1900,medium-low,bad
white,6.9,0.43,0.28,9.400,0.0560,29,183,0.99594,3.170,0.43,9.40,5,1901,low,bad
white,7.3,0.27,0.37,9.700,0.0420,36,130,0.99790,3.480,0.75,9.90,6,1902,low,bad
white,6.8,0.46,0.26,6.300,0.1470,49,159,0.99434,3.140,0.47,10.00,5,1903,medium-low,bad
white,6.0,0.28,0.25,1.800,0.0420,8,108,0.99290,3.080,0.55,9.00,5,1904,low,bad
white,7.2,0.20,0.28,1.600,0.0280,13,168,0.99203,3.170,1.06,11.50,6,1905,medium,bad
white,8.0,0.17,0.29,2.400,0.0290,52,119,0.98944,3.030,0.33,12.90,6,1906,medium,bad
white,7.2,0.20,0.22,1.600,0.0440,17,101,0.99471,3.370,0.53,10.00,5,1907,medium-low,bad
white,7.6,0.29,0.32,14.600,0.0630,32,201,0.99800,3.000,0.45,9.20,5,1908,low,bad
white,7.7,0.28,0.63,11.100,0.0390,58,179,0.99790,3.080,0.44,8.80,4,1909,low,bad
white,7.2,0.19,0.27,11.200,0.0610,46,149,0.99772,2.990,0.59,9.30,6,1910,low,bad
white,6.1,0.27,0.25,1.800,0.0410,9,109,0.99290,3.080,0.54,9.00,5,1911,low,bad
white,6.6,0.32,0.33,2.500,0.0520,40,220,0.99316,3.150,0.60,10.00,5,1912,medium-low,bad
white,7.5,0.23,0.29,2.600,0.0310,24,98,0.99194,3.000,0.54,10.90,6,1913,medium-low,bad
white,7.6,0.32,0.25,9.500,0.0300,15,136,0.99367,3.100,0.44,12.10,6,1914,medium,bad
white,6.0,0.28,0.25,1.800,0.0420,8,108,0.99290,3.080,0.55,9.00,5,1915,low,bad
white,7.6,0.29,0.32,14.600,0.0630,32,201,0.99800,3.000,0.45,9.20,5,1916,low,bad
white,7.1,0.31,0.17,1.000,0.0420,21,144,0.99304,3.130,0.40,9.60,5,1917,low,bad
white,6.6,0.34,0.34,2.600,0.0510,41,210,0.99314,3.150,0.61,10.00,5,1918,medium-low,bad
white,7.4,0.35,0.24,6.000,0.0420,28,123,0.99304,3.140,0.44,11.30,5,1919,medium-low,bad
white,8.3,0.26,0.31,2.000,0.0290,14,141,0.99077,2.950,0.77,12.20,6,1920,medium,bad
white,6.6,0.21,0.29,1.800,0.0260,35,128,0.99183,3.370,0.48,11.20,6,1921,medium-low,bad
white,6.6,0.32,0.33,2.500,0.0520,40,210,0.99316,3.150,0.60,10.00,5,1922,medium-low,bad
white,8.1,0.12,0.38,0.900,0.0340,36,86,0.99026,2.800,0.55,12.00,6,1923,medium,bad
white,7.9,0.46,0.40,10.100,0.1680,19,184,0.99782,3.060,0.62,9.50,5,1924,low,bad
white,8.0,0.17,0.29,2.400,0.0290,52,119,0.98944,3.030,0.33,12.90,6,1925,medium,bad
white,6.5,0.27,0.26,8.200,0.0420,21,133,0.99612,3.430,0.64,9.80,6,1926,low,bad
white,7.9,0.31,0.22,13.300,0.0480,46,212,0.99942,3.470,0.59,10.00,5,1927,medium-low,bad
white,6.6,0.24,0.38,8.000,0.0420,56,187,0.99577,3.210,0.46,9.20,5,1928,low,bad
white,6.6,0.26,0.27,1.500,0.0400,19,114,0.99295,3.360,0.62,10.50,6,1929,medium-low,bad
white,7.9,0.25,0.34,11.400,0.0400,53,202,0.99708,3.110,0.57,9.60,6,1930,low,bad
white,7.2,0.19,0.27,11.200,0.0610,46,149,0.99772,2.990,0.59,9.30,6,1931,low,bad
white,6.7,0.27,0.26,2.300,0.0430,61,181,0.99394,3.450,0.63,10.60,6,1932,medium-low,bad
white,7.6,0.18,0.28,7.100,0.0410,29,110,0.99652,3.200,0.42,9.20,6,1933,low,bad
white,6.6,0.56,0.15,10.000,0.0370,38,157,0.99642,3.280,0.52,9.40,5,1934,low,bad
white,6.1,0.28,0.16,1.300,0.0600,36,126,0.99353,3.130,0.46,8.70,6,1935,low,bad
white,6.4,0.12,0.30,1.100,0.0310,37,94,0.98986,3.010,0.56,11.70,6,1936,medium,bad
white,6.9,0.30,0.25,3.300,0.0410,26,124,0.99428,3.180,0.50,9.30,6,1937,low,bad
white,6.6,0.56,0.15,10.000,0.0370,38,157,0.99642,3.280,0.52,9.40,5,1938,low,bad
white,7.2,0.20,0.22,1.600,0.0440,17,101,0.99471,3.370,0.53,10.00,5,1939,medium-low,bad
white,6.2,0.28,0.27,10.300,0.0300,26,108,0.99388,3.200,0.36,10.70,6,1940,medium-low,bad
white,6.3,0.20,0.26,1.600,0.0270,36,141,0.99268,3.530,0.56,10.80,6,1941,medium-low,bad
white,6.5,0.21,0.28,1.400,0.0460,26,66,0.99199,3.430,0.48,11.10,6,1942,medium-low,bad
white,6.9,0.23,0.41,8.000,0.0300,30,114,0.99368,3.220,0.54,11.00,6,1943,medium-low,bad
white,6.9,0.31,0.32,1.200,0.0240,20,166,0.99208,3.050,0.54,9.80,6,1944,low,bad
white,7.1,0.29,0.30,16.000,0.0360,58,201,0.99954,3.300,0.67,9.00,5,1945,low,bad
white,7.1,0.34,0.32,2.000,0.0510,29,130,0.99354,3.300,0.50,10.40,6,1946,medium-low,bad
white,6.7,0.23,0.25,1.600,0.0360,28,143,0.99256,3.300,0.54,10.30,6,1947,medium-low,bad
white,7.8,0.32,0.33,10.400,0.0310,47,194,0.99692,3.070,0.58,9.60,6,1948,low,bad
white,8.9,0.21,0.37,1.200,0.0280,20,93,0.99244,3.200,0.37,11.50,5,1949,medium,bad
white,7.4,0.32,0.27,12.900,0.0400,60,221,0.99831,3.050,0.66,9.40,5,1950,low,bad
white,6.2,0.28,0.27,10.300,0.0300,26,108,0.99388,3.200,0.36,10.70,6,1951,medium-low,bad
white,8.1,0.33,0.36,7.400,0.0370,36,156,0.99592,3.190,0.54,10.60,6,1952,medium-low,bad
white,6.0,0.50,0.27,5.000,0.1570,17,129,0.99396,3.030,0.36,9.30,5,1953,low,bad
white,6.9,0.38,0.38,13.100,0.1120,14,94,0.99792,3.020,0.48,9.20,5,1954,low,bad
white,5.7,0.23,0.28,9.650,0.0250,26,121,0.99250,3.280,0.38,11.30,6,1955,medium-low,bad
white,8.1,0.33,0.36,7.400,0.0370,36,156,0.99592,3.190,0.54,10.60,6,1956,medium-low,bad
white,6.5,0.22,0.50,16.400,0.0480,36,182,0.99904,3.020,0.49,8.80,6,1957,low,bad
white,7.8,0.32,0.33,10.400,0.0310,47,194,0.99692,3.070,0.58,9.60,6,1958,low,bad
white,5.8,0.19,0.24,1.300,0.0440,38,128,0.99362,3.770,0.60,10.60,5,1959,medium-low,bad
white,6.6,0.33,0.24,16.050,0.0450,31,147,0.99822,3.080,0.52,9.20,5,1960,low,bad
white,6.6,0.23,0.30,14.900,0.0510,33,118,0.99835,3.040,0.54,9.00,6,1961,low,bad
white,8.1,0.25,0.34,10.100,0.0500,30,121,0.99724,3.170,0.49,10.10,6,1962,medium-low,bad
white,6.6,0.33,0.24,16.050,0.0450,31,147,0.99822,3.080,0.52,9.20,5,1963,low,bad
white,6.6,0.23,0.30,14.900,0.0510,33,118,0.99835,3.040,0.54,9.00,6,1964,low,bad
white,7.0,0.18,0.37,1.500,0.0430,16,104,0.99216,3.180,0.50,10.80,5,1965,medium-low,bad
white,8.2,0.25,0.46,3.750,0.0500,14,102,0.99524,3.280,0.58,9.70,5,1966,low,bad
white,8.2,0.26,0.33,2.600,0.0530,11,71,0.99402,2.890,0.49,9.50,5,1967,low,bad
white,6.9,0.31,0.32,1.200,0.0240,20,166,0.99208,3.050,0.54,9.80,6,1968,low,bad
white,6.5,0.18,0.29,1.700,0.0350,39,144,0.99270,3.490,0.50,10.50,6,1969,medium-low,bad
white,8.3,0.25,0.33,2.500,0.0530,12,72,0.99404,2.890,0.48,9.50,5,1970,low,bad
white,6.9,0.30,0.25,3.300,0.0410,26,124,0.99428,3.180,0.50,9.30,6,1971,low,bad
white,6.7,0.24,0.26,12.600,0.0530,44,182,0.99802,3.420,0.42,9.70,5,1972,low,bad
white,6.0,0.26,0.15,1.200,0.0530,35,124,0.99347,3.080,0.46,8.80,5,1973,low,bad
white,6.6,0.32,0.24,1.300,0.0600,43,204,0.99512,3.590,0.51,9.20,5,1974,low,bad
white,6.5,0.23,0.36,16.300,0.0380,43,133,0.99924,3.260,0.41,8.80,5,1975,low,bad
white,7.5,0.28,0.78,12.100,0.0410,53,161,0.99838,2.980,0.44,8.70,5,1976,low,bad
white,6.5,0.23,0.36,16.300,0.0380,43,133,0.99924,3.260,0.41,8.80,5,1977,low,bad
white,7.6,0.32,0.35,1.600,0.0920,24,138,0.99438,3.190,0.44,9.80,5,1978,low,bad
white,7.5,0.27,0.79,11.950,0.0400,51,159,0.99839,2.980,0.44,8.70,5,1979,low,bad
white,6.5,0.23,0.36,16.300,0.0380,43,133,0.99924,3.260,0.41,8.80,5,1980,low,bad
white,7.0,0.28,0.32,1.700,0.0380,27,128,0.99375,3.200,0.62,10.20,6,1981,medium-low,bad
white,6.6,0.26,0.38,6.500,0.1700,68,201,0.99560,3.190,0.38,9.40,6,1982,low,bad
white,7.4,0.33,0.44,7.600,0.0500,40,227,0.99679,3.120,0.52,9.00,5,1983,low,bad
white,8.4,0.31,0.31,0.950,0.0210,52,148,0.99038,2.930,0.32,11.50,5,1984,medium,bad
white,6.7,0.26,0.39,6.400,0.1710,64,200,0.99562,3.190,0.38,9.40,6,1985,low,bad
white,7.2,0.30,0.30,8.100,0.0500,40,188,0.99652,3.150,0.49,9.10,6,1986,low,bad
white,6.7,0.20,0.30,1.400,0.0250,17,76,0.99104,3.110,0.44,11.00,6,1987,medium-low,bad
white,7.4,0.34,0.30,14.900,0.0370,70,169,0.99698,3.250,0.37,10.40,6,1988,medium-low,bad
white,7.5,0.28,0.39,10.200,0.0450,59,209,0.99720,3.160,0.63,9.60,6,1989,low,bad
white,8.4,0.31,0.31,0.950,0.0210,52,148,0.99038,2.930,0.32,11.50,5,1990,medium,bad
white,5.2,0.16,0.34,0.800,0.0290,26,77,0.99155,3.250,0.51,10.10,6,1991,medium-low,bad
white,6.1,0.16,0.29,6.000,0.0300,29,144,0.99474,3.680,0.46,10.70,6,1992,medium-low,bad
white,6.5,0.23,0.36,16.300,0.0380,43,133,0.99924,3.260,0.41,8.80,5,1993,low,bad
white,7.3,0.26,0.24,1.700,0.0500,10,112,0.99286,3.110,0.43,9.90,5,1994,low,bad
white,6.8,0.34,0.10,1.400,0.0490,29,118,0.99360,3.210,0.41,9.50,5,1995,low,bad
white,6.8,0.23,0.42,7.400,0.0440,56,189,0.99580,3.220,0.48,9.30,6,1996,low,bad
white,6.3,0.22,0.22,5.600,0.0390,31,128,0.99296,3.120,0.46,10.40,6,1997,medium-low,bad
white,7.6,0.25,0.34,1.300,0.0560,34,176,0.99434,3.100,0.51,9.50,5,1998,low,bad
white,6.2,0.45,0.73,7.200,0.0990,47,202,0.99582,3.210,0.43,9.20,5,1999,low,bad
white,8.8,0.24,0.23,10.300,0.0320,12,97,0.99571,3.130,0.40,10.70,6,2000,medium-low,bad
white,6.6,0.23,0.30,14.900,0.0510,33,118,0.99835,3.040,0.54,9.00,6,2001,low,bad
white,6.0,0.33,0.18,3.000,0.0360,5,85,0.99125,3.280,0.40,11.50,4,2002,medium,bad
white,6.0,0.29,0.21,15.550,0.0430,20,142,0.99658,3.110,0.54,10.10,6,2003,medium-low,bad
white,7.5,0.19,0.40,7.100,0.0560,50,110,0.99540,3.060,0.52,9.90,6,2004,low,bad
white,7.8,0.25,0.34,13.700,0.0440,66,184,0.99976,3.220,0.75,8.90,5,2005,low,bad
white,7.4,0.56,0.09,1.500,0.0710,19,117,0.99496,3.220,0.53,9.80,5,2006,low,bad
white,7.6,0.48,0.37,1.200,0.0340,5,57,0.99256,3.050,0.54,10.40,3,2007,medium-low,bad
white,7.8,0.25,0.34,13.700,0.0440,66,184,0.99976,3.220,0.75,8.90,5,2008,low,bad
white,6.8,0.29,0.49,1.400,0.1420,52,148,0.99370,3.080,0.49,9.00,6,2009,low,bad
white,7.2,0.20,0.30,2.000,0.0390,43,188,0.99110,3.300,0.41,12.00,6,2010,medium,bad
white,5.6,0.20,0.22,1.300,0.0490,25,155,0.99296,3.740,0.43,10.00,5,2011,medium-low,bad
white,8.0,0.14,0.33,1.200,0.0450,71,162,0.99140,3.070,0.47,11.00,6,2012,medium-low,bad
white,6.3,0.27,0.37,7.900,0.0470,58,215,0.99542,3.190,0.48,9.50,6,2013,low,bad
white,7.0,0.32,0.29,4.900,0.0360,41,150,0.99168,3.380,0.43,12.20,6,2014,medium,bad
white,6.4,0.21,0.44,7.400,0.0450,47,182,0.99570,3.240,0.46,9.10,5,2015,low,bad
white,6.8,0.32,0.39,9.600,0.0260,34,124,0.99286,3.180,0.35,12.10,6,2016,medium,bad
white,6.6,0.24,0.30,13.000,0.0520,18,143,0.99825,3.370,0.49,9.40,6,2017,low,bad
white,6.8,0.23,0.42,7.400,0.0440,56,189,0.99580,3.220,0.48,9.30,6,2018,low,bad
white,7.2,0.20,0.30,2.000,0.0390,43,188,0.99110,3.300,0.41,12.00,6,2019,medium,bad
white,6.6,0.23,0.20,11.400,0.0440,45,131,0.99604,2.960,0.51,9.70,6,2020,low,bad
white,6.8,0.32,0.30,1.000,0.0490,22,113,0.99289,3.240,0.61,10.20,5,2021,medium-low,bad
white,6.8,0.24,0.37,7.450,0.0430,59,188,0.99579,3.200,0.50,9.40,6,2022,low,bad
white,7.0,0.22,0.29,8.900,0.0500,24,90,0.99556,3.290,0.46,9.80,6,2023,low,bad
white,6.6,0.23,0.20,11.400,0.0440,45,131,0.99604,2.960,0.51,9.70,6,2024,low,bad
white,6.4,0.37,0.37,4.850,0.0410,40,217,0.99432,3.100,0.50,9.80,6,2025,low,bad
white,7.8,0.25,0.28,7.200,0.0400,46,179,0.99541,3.140,0.60,10.10,6,2026,medium-low,bad
white,9.4,0.23,0.56,16.450,0.0630,53,282,1.00098,3.100,0.51,9.30,5,2027,low,bad
white,7.0,0.20,0.31,8.000,0.0500,29,213,0.99596,3.280,0.57,10.40,6,2028,medium-low,bad
white,7.8,0.25,0.34,13.700,0.0440,66,184,0.99976,3.220,0.75,8.90,5,2029,low,bad
white,6.2,0.26,0.37,7.100,0.0470,54,201,0.99523,3.190,0.48,9.50,6,2030,low,bad
white,6.0,0.26,0.32,3.800,0.0290,48,180,0.99011,3.150,0.34,12.00,6,2031,medium,bad
white,6.8,0.16,0.29,10.400,0.0460,59,143,0.99518,3.200,0.40,10.80,6,2032,medium-low,bad
white,6.3,0.27,0.37,7.900,0.0470,58,215,0.99542,3.190,0.48,9.50,6,2033,low,bad
white,6.4,0.27,0.19,2.000,0.0840,21,191,0.99516,3.490,0.63,9.60,4,2034,low,bad
white,6.9,0.30,0.30,10.550,0.0370,4,28,0.99184,3.070,0.32,12.70,6,2035,medium,bad
white,5.2,0.28,0.29,1.100,0.0280,18,69,0.99168,3.240,0.54,10.00,6,2036,medium-low,bad
white,6.2,0.16,0.32,1.100,0.0360,74,184,0.99096,3.220,0.41,11.00,6,2037,medium-low,bad
white,7.5,0.18,0.31,6.500,0.0290,53,160,0.99276,3.030,0.38,10.90,6,2038,medium-low,bad
white,6.6,0.28,0.34,0.800,0.0370,42,119,0.98880,3.030,0.37,12.50,6,2039,medium,bad
white,6.9,0.25,0.33,1.200,0.0350,35,158,0.99082,3.020,0.58,11.30,6,2040,medium-low,bad
white,6.3,0.18,0.36,1.200,0.0340,26,111,0.99074,3.160,0.51,11.00,6,2041,medium-low,bad
white,6.9,0.30,0.36,0.900,0.0370,40,156,0.98968,3.080,0.36,12.10,6,2042,medium,bad
white,6.2,0.16,0.32,1.100,0.0360,74,184,0.99096,3.220,0.41,11.00,6,2043,medium-low,bad
white,7.1,0.38,0.40,2.200,0.0420,54,201,0.99177,3.030,0.50,11.40,5,2044,medium-low,bad
white,6.5,0.20,0.50,18.100,0.0540,50,221,0.99941,2.940,0.64,8.80,6,2045,low,bad
white,6.4,0.30,0.16,7.500,0.0500,55,191,0.99590,3.170,0.49,9.00,5,2046,low,bad
white,7.4,0.19,0.31,14.500,0.0450,39,193,0.99860,3.100,0.50,9.20,6,2047,low,bad
white,8.2,0.37,0.64,13.900,0.0430,22,171,0.99873,2.990,0.80,9.30,5,2048,low,bad
white,6.7,0.25,0.31,1.350,0.0610,31,218,0.99388,3.160,0.53,9.50,5,2049,low,bad
white,8.0,0.28,0.32,7.600,0.0450,61,204,0.99543,3.100,0.55,10.10,6,2050,medium-low,bad
white,7.4,0.19,0.31,14.500,0.0450,39,193,0.99860,3.100,0.50,9.20,6,2051,low,bad
white,7.5,0.26,0.25,1.700,0.0380,29,129,0.99312,3.450,0.56,10.40,6,2052,medium-low,bad
white,6.6,0.22,0.36,5.500,0.0290,30,105,0.99206,3.200,0.47,11.80,6,2053,medium,bad
white,6.7,0.24,0.32,10.300,0.0790,37,122,0.99662,3.020,0.45,8.80,5,2054,low,bad
white,7.4,0.19,0.31,14.500,0.0450,39,193,0.99860,3.100,0.50,9.20,6,2055,low,bad
white,7.5,0.18,0.31,6.500,0.0290,53,160,0.99276,3.030,0.38,10.90,6,2056,medium-low,bad
white,6.8,0.25,0.37,3.100,0.0260,29,93,0.99035,3.140,0.45,12.20,6,2057,medium,bad
white,7.9,0.27,0.27,1.700,0.0340,25,122,0.99088,2.970,0.51,11.90,6,2058,medium,bad
white,6.9,0.23,0.32,16.400,0.0450,62,153,0.99720,3.220,0.42,10.50,5,2059,medium-low,bad
white,7.4,0.19,0.31,14.500,0.0450,39,193,0.99860,3.100,0.50,9.20,6,2060,low,bad
white,7.0,0.13,0.37,12.850,0.0420,36,105,0.99581,3.050,0.55,10.70,6,2061,medium-low,bad
white,7.9,0.27,0.27,1.700,0.0340,25,122,0.99088,2.970,0.51,11.90,6,2062,medium,bad
white,5.3,0.20,0.31,3.600,0.0360,22,91,0.99278,3.410,0.50,9.80,6,2063,low,bad
white,7.4,0.19,0.31,14.500,0.0450,39,193,0.99860,3.100,0.50,9.20,6,2064,low,bad
white,7.0,0.45,0.34,19.800,0.0400,12,67,0.99760,3.070,0.38,11.00,6,2065,medium-low,bad
white,6.1,0.28,0.24,19.950,0.0740,32,174,0.99922,3.190,0.44,9.30,6,2066,low,bad
white,6.5,0.17,0.31,1.500,0.0410,34,121,0.99092,3.060,0.46,10.50,6,2067,medium-low,bad
white,7.4,0.19,0.31,14.500,0.0450,39,193,0.99860,3.100,0.50,9.20,6,2068,low,bad
white,7.7,0.39,0.49,7.700,0.0360,11,110,0.99660,3.330,0.76,10.00,6,2069,medium-low,bad
white,6.3,0.32,0.32,1.500,0.0300,24,101,0.98923,3.210,0.42,13.00,5,2070,medium,bad
white,6.0,0.20,0.24,5.300,0.0750,49,201,0.99466,3.210,0.43,9.50,5,2071,low,bad
white,5.9,0.24,0.12,1.400,0.0350,60,247,0.99358,3.340,0.44,9.60,6,2072,low,bad
white,6.5,0.35,0.28,12.400,0.0510,86,213,0.99620,3.160,0.51,9.90,6,2073,low,bad
white,6.1,0.28,0.24,19.950,0.0740,32,174,0.99922,3.190,0.44,9.30,6,2074,low,bad
white,4.2,0.22,0.23,5.100,0.0410,64,157,0.99688,3.420,0.44,8.00,3,2075,low,bad
white,6.8,0.30,0.22,6.200,0.0600,41,190,0.99858,3.180,0.51,9.20,5,2076,low,bad
white,8.1,0.24,0.32,10.500,0.0300,34,105,0.99407,3.110,0.42,11.80,6,2077,medium,bad
white,7.6,0.31,0.23,12.700,0.0540,20,139,0.99836,3.160,0.50,9.70,4,2078,low,bad
white,7.9,0.51,0.36,6.200,0.0510,30,173,0.99840,3.090,0.53,9.70,5,2079,low,bad
white,5.8,0.23,0.20,2.000,0.0430,39,154,0.99226,3.210,0.39,10.20,6,2080,medium-low,bad
white,7.6,0.31,0.23,12.700,0.0540,20,139,0.99836,3.160,0.50,9.70,4,2081,low,bad
white,7.9,0.51,0.34,2.600,0.0490,13,135,0.99335,3.090,0.51,10.00,5,2082,medium-low,bad
